,SalesOrderCreationDate,OrderQuantity,PlantKey,CustomerKey,MaterialKey,RequestedDeliveryDate,DeliveryDate,HighOrderQtyFlag,Delay,Season,CustomerCountry,CustomerName
62727,2023-09-19,22,5,968,1,2023-11-02,2023-11-03,0,1,Summer2023,Poland,Will Inc
92515,2023-09-19,15,4,111,1,2023-10-13,2023-10-26,0,13,Summer2023,Germany,"Jaskolski, Wiegand and Dickens"
23287,2023-09-19,20,5,1057,1,2023-10-26,2023-11-03,0,8,Summer2023,Poland,Nolan Inc
57526,2023-09-19,17,4,244,1,2023-11-01,2023-11-07,0,6,Summer2023,Germany,Considine-Haley
86996,2023-09-19,22,5,593,1,2023-10-17,2023-10-23,0,6,Summer2023,Poland,"Reynolds, Rohan and Raynor"
40899,2023-09-19,13,4,233,1,2023-10-12,2023-10-26,0,14,Summer2023,Germany,O'Connell-Rosenbaum
57067,2023-09-19,19,4,364,1,2023-10-18,2023-10-20,0,2,Summer2023,Germany,"Hane, Lynch and Yundt"
47690,2023-09-19,15,4,217,1,2023-10-25,2023-11-08,0,14,Summer2023,Germany,Moore-Hammes
78630,2023-09-19,16,5,1031,2,2023-10-18,2023-10-27,0,9,Summer2023,Czech Republic,Connelly-Cremin
33976,2023-09-19,17,4,212,1,2023-10-17,2023-10-20,0,3,Summer2023,Germany,Gibson and Sons
7664,2023-09-19,18,5,1169,1,2023-11-03,2023-11-13,0,10,Summer2023,Poland,"Langosh, Buckridge and Reynolds"
74969,2023-09-19,21,8,661,1,2023-11-01,2023-11-02,0,1,Summer2023,Sweden,Shields Group
44321,2023-09-19,19,8,570,2,2023-10-27,2023-11-01,0,5,Summer2023,Sweden,"Zboncak, Baumbach and Kuphal"
29263,2023-09-19,16,4,123,1,2023-10-20,2023-10-26,0,6,Summer2023,Germany,Wuckert-Cormier
47419,2023-09-19,16,4,167,1,2023-10-05,2023-10-16,0,11,Summer2023,Germany,Moore LLC
13832,2023-09-20,21,4,164,1,2023-10-02,2023-10-10,0,8,Summer2023,Germany,Boyer Inc
38247,2023-09-20,17,4,93,1,2023-11-07,2023-11-13,0,6,Summer2023,Germany,Cartwright Inc
17432,2023-09-20,14,5,640,1,2023-10-20,2023-10-30,0,10,Summer2023,Hungary,Greenfelder-Jones
86415,2023-09-20,24,4,33,1,2023-11-09,2023-11-21,0,12,Summer2023,Germany,"Terry, Carroll and Gottlieb"
72208,2023-09-20,17,5,1200,1,2023-11-06,2023-11-07,0,1,Summer2023,Poland,Ernser Inc
23307,2023-09-20,14,5,767,1,2023-10-17,2023-10-27,0,10,Summer2023,Greece,"Marquardt, Maggio and Johnston"
25676,2023-09-20,16,4,134,1,2023-10-17,2023-10-30,0,13,Summer2023,Germany,"Erdman, Waters and Towne"
85113,2023-09-20,19,8,1132,1,2023-10-16,2023-10-25,0,9,Summer2023,Sweden,Ward-Rowe
70618,2023-09-20,14,4,167,1,2023-10-16,2023-10-20,0,4,Summer2023,Germany,Moore LLC
76038,2023-09-20,15,6,610,1,2023-10-11,2023-10-24,0,13,Summer2023,France,Jerde-Ward
10978,2023-09-20,17,5,765,1,2023-10-18,2023-10-19,0,1,Summer2023,Czech Republic,"Auer, Reinger and Rutherford"
79995,2023-09-20,14,4,128,1,2023-10-24,2023-10-30,0,6,Summer2023,Germany,Wiegand and Sons
27174,2023-09-20,18,4,257,1,2023-10-19,2023-10-27,0,8,Summer2023,Germany,Lang Inc
94576,2023-09-20,18,4,265,2,2023-10-23,2023-10-27,0,4,Summer2023,Germany,Gislason LLC
52354,2023-09-20,14,5,602,1,2023-10-20,2023-11-02,0,13,Summer2023,Poland,"Purdy, Borer and Mann"
14514,2023-09-20,24,4,35,1,2023-10-16,2023-10-26,0,10,Summer2023,Germany,Walker-Deckow
22176,2023-09-20,19,4,397,1,2023-10-20,2023-10-23,0,3,Summer2023,Germany,Baumbach-Schaefer
96012,2023-09-20,21,4,39,1,2023-09-26,2023-10-05,0,9,Summer2023,Germany,Hermiston Group
34844,2023-09-20,22,6,1037,2,2023-10-23,2023-10-25,0,2,Summer2023,Portugal,Paucek-Jast
23818,2023-09-20,20,6,902,1,2023-10-09,2023-10-16,0,7,Summer2023,France,Cartwright-Kutch
61771,2023-09-20,22,6,707,1,2023-10-31,2023-11-10,0,10,Summer2023,France,Lowe Group
20854,2023-09-20,18,4,127,2,2023-10-19,2023-10-30,0,11,Summer2023,Belgium,Wunsch LLC
41885,2023-09-20,19,6,534,1,2023-10-03,2023-10-11,0,8,Summer2023,France,Mohr Inc
93589,2023-09-21,17,8,716,1,2023-11-03,2023-11-10,0,7,Summer2023,Sweden,Rice-Ward
14892,2023-09-21,21,5,1139,1,2023-10-19,2023-10-30,0,11,Summer2023,Poland,"Brakus, Hintz and Deckow"
51483,2023-09-21,21,5,1030,1,2023-10-31,2023-11-02,0,2,Summer2023,Poland,Reichert-Leuschke
21043,2023-09-21,18,6,517,1,2023-10-11,2023-10-19,0,8,Summer2023,France,"Willms, Lockman and Larkin"
11412,2023-09-21,17,4,178,1,2023-10-20,2023-10-24,0,4,Summer2023,Germany,Weber-Jacobi
49288,2023-09-21,21,6,921,1,2023-10-30,2023-10-31,0,1,Summer2023,Portugal,Howe-Jacobson
98679,2023-09-21,16,8,618,1,2023-10-16,2023-10-23,0,7,Summer2023,Sweden,"Koss, Johnston and Kub"
60996,2023-09-21,16,4,836,1,2023-10-31,2023-11-07,0,7,Summer2023,Netherlands,Pagac-Kihn
80254,2023-09-21,18,6,790,2,2023-11-07,2023-11-14,0,7,Summer2023,France,Little and Sons
73817,2023-09-21,15,6,629,1,2023-10-10,2023-10-16,0,6,Summer2023,France,Schroeder-Sanford
30935,2023-09-21,24,4,48,2,2023-10-11,2023-10-16,0,5,Summer2023,Germany,"Larson, Reichert and Pfannerstill"
82337,2023-09-21,16,4,941,1,2023-10-26,2023-11-09,0,14,Summer2023,Netherlands,Smitham-Pagac
17879,2023-09-21,22,4,206,2,2023-10-19,2023-10-24,0,5,Summer2023,Germany,"Jenkins, Langworth and Mitchell"
88294,2023-09-21,21,4,261,1,2023-10-19,2023-11-02,0,14,Summer2023,Belgium,Boehm-Bayer
53115,2023-09-21,17,6,1198,1,2023-10-30,2023-11-07,0,8,Summer2023,Italy,"Leannon, Mayert and Spencer"
37021,2023-09-21,24,6,1089,2,2023-10-31,2023-11-01,0,1,Summer2023,Portugal,Wyman-Hagenes
46158,2023-09-21,21,4,129,1,2023-11-02,2023-11-14,0,12,Summer2023,Germany,Reichel-Beatty
91399,2023-09-22,15,8,1051,2,2023-10-09,2023-10-10,0,1,Summer2023,Finland,Macejkovic-Bergnaum
6037,2023-09-22,19,8,511,1,2023-10-20,2023-11-02,0,13,Summer2023,Sweden,"Powlowski, Spencer and Raynor"
39072,2023-09-22,19,4,245,1,2023-10-20,2023-10-24,0,4,Summer2023,Germany,Abernathy and Sons
97255,2023-09-22,21,6,970,1,2023-10-12,2023-10-19,0,7,Summer2023,Croatia,Wisoky LLC
33782,2023-09-22,19,6,690,2,2023-10-25,2023-11-08,0,14,Summer2023,Croatia,"Olson, Swift and Muller"
9951,2023-09-22,16,6,605,1,2023-10-27,2023-10-30,0,3,Summer2023,France,Wilkinson and Sons
24738,2023-09-22,18,4,436,1,2023-11-07,2023-11-15,0,8,Summer2023,Belgium,Boyle-Kunze
87328,2023-09-22,16,5,1000,1,2023-10-19,2023-10-30,0,11,Summer2023,Czech Republic,"Miller, Kuhn and Waelchi"
25866,2023-09-22,18,6,600,1,2023-10-13,2023-10-18,0,5,Summer2023,France,Stamm LLC
54099,2023-09-22,19,4,288,1,2023-10-27,2023-11-10,0,14,Summer2023,Germany,Parker Group
47742,2023-09-22,23,4,433,1,2023-11-10,2023-11-23,0,13,Summer2023,Germany,Wunsch-Sipes
22004,2023-09-22,20,8,936,1,2023-10-24,2023-10-30,0,6,Summer2023,Norway,Simonis-Hilll
93197,2023-09-22,18,8,1133,1,2023-10-30,2023-11-01,0,2,Summer2023,Sweden,"Wuckert, Ferry and Reichel"
89660,2023-09-22,15,4,243,1,2023-10-30,2023-11-01,0,2,Summer2023,Germany,Klocko-Runte
99540,2023-09-22,14,5,1039,1,2023-10-23,2023-11-02,0,10,Summer2023,Poland,Schinner-Lueilwitz
62834,2023-09-22,16,4,325,2,2023-11-20,2023-11-30,0,10,Summer2023,Germany,"Nader, Rempel and Kuhlman"
30594,2023-09-22,20,8,556,2,2023-10-31,2023-11-02,0,2,Summer2023,Sweden,Murray-Cassin
44067,2023-09-22,17,8,726,1,2023-09-28,2023-09-29,0,1,Summer2023,Sweden,Grady-Shanahan
22945,2023-09-22,18,4,73,1,2023-11-08,2023-11-13,0,5,Summer2023,Germany,VonRueden LLC
26090,2023-09-22,14,4,62,1,2023-09-25,2023-10-02,0,7,Summer2023,Germany,"Rempel, Purdy and Deckow"
51101,2023-09-22,21,8,832,1,2023-11-01,2023-11-09,0,8,Summer2023,Sweden,Thiel-Nikolaus
87803,2023-09-22,15,6,822,1,2023-10-18,2023-10-24,0,6,Summer2023,France,"Metz, Morar and Streich"
2296,2023-09-23,14,4,265,1,2023-10-31,2023-11-06,0,6,Autumn2023,Germany,Gislason LLC
39460,2023-09-23,16,5,640,1,2023-10-27,2023-10-30,0,3,Autumn2023,Hungary,Greenfelder-Jones
57842,2023-09-23,18,4,446,1,2023-10-25,2023-11-08,0,14,Autumn2023,Germany,Bailey-Quigley
84562,2023-09-23,21,4,232,1,2023-11-09,2023-11-10,0,1,Autumn2023,Germany,Buckridge Group
96609,2023-09-23,13,5,968,1,2023-10-18,2023-10-23,0,5,Autumn2023,Poland,Will Inc
41423,2023-09-23,20,4,165,1,2023-10-19,2023-11-02,0,14,Autumn2023,Germany,Hyatt LLC
7818,2023-09-23,20,4,95,2,2023-11-16,2023-11-27,0,11,Autumn2023,Germany,Schuppe Inc
32589,2023-09-23,24,6,876,1,2023-10-25,2023-11-06,0,12,Autumn2023,France,"Aufderhar, McLaughlin and Ryan"
4911,2023-09-23,23,4,432,1,2023-10-16,2023-10-19,0,3,Autumn2023,Germany,"Hackett, Bosco and McGlynn"
43529,2023-09-23,14,8,843,1,2023-10-16,2023-10-24,0,8,Autumn2023,Lithuania,Rau-Osinski
14966,2023-09-23,16,4,132,2,2023-09-29,2023-10-11,0,12,Autumn2023,Germany,"Fadel, Klein and Rowe"
16928,2023-09-23,15,8,844,2,2023-11-13,2023-11-22,0,9,Autumn2023,Sweden,Howell and Sons
34219,2023-09-23,11,8,783,1,2023-10-24,2023-11-02,0,9,Autumn2023,Sweden,"Klocko, Haag and Lebsack"
41863,2023-09-23,19,4,24,1,2023-11-09,2023-11-20,0,11,Autumn2023,Germany,Dach-Hauck
2341,2023-09-23,14,8,832,2,2023-11-02,2023-11-10,0,8,Autumn2023,Sweden,Thiel-Nikolaus
44425,2023-09-23,15,8,769,1,2023-10-31,2023-11-13,0,13,Autumn2023,Sweden,Schmeler-Tillman
80441,2023-09-23,14,7,606,1,2023-10-27,2023-11-03,0,7,Autumn2023,United Kingdom,Wolf Group
24460,2023-09-23,18,4,274,1,2023-11-02,2023-11-09,0,7,Autumn2023,Germany,"King, Kulas and Tillman"
55019,2023-09-24,20,8,672,1,2023-11-06,2023-11-20,0,14,Autumn2023,Sweden,"Dickens, Reilly and Kling"
65656,2023-09-24,15,4,240,2,2023-10-09,2023-10-10,0,1,Autumn2023,Germany,Feeney-Miller
28685,2023-09-24,20,5,696,1,2023-09-25,2023-09-28,0,3,Autumn2023,Greece,Feest LLC
42273,2023-09-24,11,4,50,1,2023-10-30,2023-11-13,0,14,Autumn2023,Belgium,Quigley-Hodkiewicz
8078,2023-09-24,21,8,778,1,2023-10-12,2023-10-25,0,13,Autumn2023,Sweden,Lebsack-Morar
25270,2023-09-24,20,8,997,1,2023-10-18,2023-10-24,0,6,Autumn2023,Norway,"Pollich, Daugherty and Brown"
11472,2023-09-24,18,4,368,1,2023-10-20,2023-11-01,0,12,Autumn2023,Germany,"Nikolaus, McCullough and Schimmel"
79004,2023-09-24,19,8,873,1,2023-10-26,2023-11-01,0,6,Autumn2023,Latvia,Wolf-Mitchell
84474,2023-09-24,13,6,808,1,2023-10-03,2023-10-04,0,1,Autumn2023,France,"Wolf, Ullrich and Schoen"
2210,2023-09-24,16,4,411,1,2023-10-23,2023-10-25,0,2,Autumn2023,Belgium,Schoen-Dicki
99494,2023-09-24,19,6,1094,1,2023-10-17,2023-10-19,0,2,Autumn2023,Croatia,Kiehn Inc
25679,2023-09-24,16,8,692,1,2023-11-01,2023-11-10,0,9,Autumn2023,Sweden,Fay-Treutel
95008,2023-09-24,14,4,379,1,2023-10-25,2023-11-07,0,13,Autumn2023,Germany,"Skiles, Lockman and Schuppe"
87824,2023-09-24,15,4,184,1,2023-10-30,2023-11-06,0,7,Autumn2023,Belgium,"Wyman, Connelly and Bradtke"
99280,2023-09-24,19,8,716,2,2023-10-04,2023-10-17,0,13,Autumn2023,Sweden,Rice-Ward
38801,2023-09-24,24,5,1135,1,2023-10-17,2023-10-27,0,10,Autumn2023,Greece,Cassin-Reynolds
92233,2023-09-24,20,4,227,2,2023-11-06,2023-11-10,0,4,Autumn2023,Germany,Grant-Raynor
67536,2023-09-24,18,5,536,2,2023-11-07,2023-11-08,0,1,Autumn2023,Poland,Hilll Inc
4921,2023-09-24,20,4,399,1,2023-10-06,2023-10-16,0,10,Autumn2023,Germany,"Rodriguez, Wolff and Lubowitz"
1040,2023-09-24,16,4,314,1,2023-11-06,2023-11-14,0,8,Autumn2023,Germany,"O'Kon, Streich and Jacobs"
256,2023-09-24,17,5,646,1,2023-10-19,2023-10-25,0,6,Autumn2023,Hungary,Ward LLC
11967,2023-09-24,14,5,1147,1,2023-10-23,2023-11-01,0,9,Autumn2023,Greece,Powlowski Group
50623,2023-09-25,18,4,61,1,2023-11-07,2023-11-09,0,2,Autumn2023,Germany,"Walker, Stracke and Bechtelar"
85189,2023-09-25,11,5,759,1,2023-10-16,2023-10-25,0,9,Autumn2023,Czech Republic,Boyer LLC
45730,2023-09-25,17,5,656,2,2023-10-12,2023-10-25,0,13,Autumn2023,Greece,Kling LLC
34112,2023-09-25,17,4,123,1,2023-10-26,2023-11-03,0,8,Autumn2023,Germany,Wuckert-Cormier
68332,2023-09-25,17,4,7,1,2023-10-27,2023-11-09,0,13,Autumn2023,Germany,Schaden-Kessler
88545,2023-09-25,18,4,158,1,2023-09-26,2023-09-28,0,2,Autumn2023,Germany,Kutch LLC
66211,2023-09-25,17,5,1123,1,2023-10-09,2023-10-13,0,4,Autumn2023,Czech Republic,Schneider Inc
35022,2023-09-25,18,5,1120,1,2023-10-20,2023-10-25,0,5,Autumn2023,Greece,Runolfsson-Braun
72633,2023-09-25,14,4,344,1,2023-10-09,2023-10-19,0,10,Autumn2023,Germany,Bruen-Smitham
47725,2023-09-25,19,6,1196,1,2023-10-16,2023-10-18,0,2,Autumn2023,Portugal,Rempel and Sons
32244,2023-09-25,17,8,527,2,2023-10-24,2023-11-03,0,10,Autumn2023,Sweden,"Johns, Wilderman and Abernathy"
81975,2023-09-25,17,8,723,1,2023-10-19,2023-10-23,0,4,Autumn2023,Denmark,Fahey LLC
68418,2023-09-25,16,5,969,1,2023-10-12,2023-10-23,0,11,Autumn2023,Greece,Denesik-O'Keefe
44295,2023-09-25,17,5,903,1,2023-10-30,2023-11-02,0,3,Autumn2023,Greece,Rau-Hessel
21206,2023-09-25,18,5,704,1,2023-11-07,2023-11-16,0,9,Autumn2023,Czech Republic,"Stanton, Kris and Simonis"
55219,2023-09-25,16,5,1149,1,2023-10-26,2023-11-01,0,6,Autumn2023,Hungary,Okuneva Inc
15284,2023-09-25,14,6,521,1,2023-10-23,2023-10-26,0,3,Autumn2023,Italy,"Purdy, Hermann and Macejkovic"
57676,2023-09-25,21,6,926,1,2023-10-17,2023-10-18,0,1,Autumn2023,Spain,Reichel Group
63875,2023-09-25,14,4,418,1,2023-10-20,2023-10-26,0,6,Autumn2023,Germany,Welch-Goldner
4279,2023-09-25,17,4,388,1,2023-09-29,2023-10-13,0,14,Autumn2023,Germany,Braun-Powlowski
55743,2023-09-25,19,8,796,1,2023-10-20,2023-11-03,0,14,Autumn2023,Norway,Torphy-Schamberger
44070,2023-09-25,14,4,414,1,2023-10-13,2023-10-26,0,13,Autumn2023,Germany,"Ortiz, O'Conner and Pfannerstill"
5277,2023-09-25,15,6,1090,1,2023-10-31,2023-11-14,0,14,Autumn2023,Slovenia,Hills LLC
95693,2023-09-26,19,4,390,1,2023-10-30,2023-11-10,0,11,Autumn2023,Germany,Bahringer-Ernser
94397,2023-09-26,15,4,224,1,2023-10-13,2023-10-17,0,4,Autumn2023,Germany,Metz-O'Kon
74998,2023-09-26,18,8,771,1,2023-10-20,2023-10-25,0,5,Autumn2023,Norway,McDermott-Conn
76977,2023-09-26,21,8,675,1,2023-10-13,2023-10-24,0,11,Autumn2023,Sweden,"Runolfsdottir, Harber and Windler"
74887,2023-09-26,16,6,1217,1,2023-11-02,2023-11-09,0,7,Autumn2023,France,"Mayert, Boehm and Bergstrom"
15382,2023-09-26,15,8,860,1,2023-10-24,2023-10-25,0,1,Autumn2023,Sweden,Greenfelder Inc
2235,2023-09-26,18,4,416,1,2023-10-26,2023-10-27,0,1,Autumn2023,Germany,"Homenick, Lakin and Klocko"
80775,2023-09-26,13,4,371,2,2023-11-06,2023-11-08,0,2,Autumn2023,Belgium,Gutmann-Braun
54597,2023-09-26,16,6,573,1,2023-11-01,2023-11-14,0,13,Autumn2023,France,Leannon-Ferry
35037,2023-09-26,12,4,82,1,2023-11-09,2023-11-21,0,12,Autumn2023,Germany,Hartmann and Sons
82208,2023-09-26,18,6,747,2,2023-10-25,2023-11-02,0,8,Autumn2023,France,Reynolds LLC
91318,2023-09-26,17,4,37,1,2023-10-26,2023-11-02,0,7,Autumn2023,Belgium,Ruecker-Leannon
3160,2023-09-26,15,6,1109,1,2023-10-26,2023-11-01,0,6,Autumn2023,Portugal,Ankunding-Waters
41146,2023-09-26,15,4,78,1,2023-10-20,2023-10-27,0,7,Autumn2023,Belgium,"Mann, Borer and Cormier"
8693,2023-09-26,19,6,1055,2,2023-10-13,2023-10-16,0,3,Autumn2023,France,Reinger Inc
17135,2023-09-26,19,6,1014,1,2023-10-30,2023-10-31,0,1,Autumn2023,Portugal,Kutch-Watsica
52035,2023-09-26,18,8,532,1,2023-11-03,2023-11-15,0,12,Autumn2023,Sweden,"Hilpert, Mosciski and Feest"
22197,2023-09-26,16,6,1104,1,2023-09-27,2023-10-04,0,7,Autumn2023,France,"Dickens, Aufderhar and Graham"
74179,2023-09-26,24,6,693,1,2023-10-30,2023-11-03,0,4,Autumn2023,France,Volkman Inc
19956,2023-09-26,21,8,786,1,2023-11-14,2023-11-28,0,14,Autumn2023,Finland,Pfeffer and Sons
13178,2023-09-26,18,4,323,1,2023-10-06,2023-10-09,0,3,Autumn2023,Germany,Dibbert-Kshlerin
89543,2023-09-26,21,8,1220,1,2023-10-24,2023-10-27,0,3,Autumn2023,Sweden,"McGlynn, Crooks and Runolfsdottir"
71524,2023-09-26,18,8,888,1,2023-10-20,2023-10-30,0,10,Autumn2023,Sweden,Muller-Lebsack
57515,2023-09-26,13,6,660,1,2023-10-27,2023-11-03,0,7,Autumn2023,France,Gerhold and Sons
54923,2023-09-26,18,5,766,1,2023-10-19,2023-11-02,0,14,Autumn2023,Czech Republic,Kub and Sons
8787,2023-09-27,15,8,1007,1,2023-11-14,2023-11-20,0,6,Autumn2023,Sweden,"Steuber, Johnston and Bahringer"
5073,2023-09-27,18,6,854,2,2023-10-05,2023-10-10,0,5,Autumn2023,France,Hermiston-Wunsch
8615,2023-09-27,19,4,367,2,2023-09-28,2023-10-02,0,4,Autumn2023,Germany,"Raynor, Bailey and Lebsack"
35103,2023-09-27,16,6,946,1,2023-10-23,2023-11-01,0,9,Autumn2023,Portugal,"Price, Homenick and Hayes"
5068,2023-09-27,15,4,37,2,2023-11-02,2023-11-13,0,11,Autumn2023,Belgium,Ruecker-Leannon
26717,2023-09-27,19,6,666,1,2023-11-06,2023-11-17,0,11,Autumn2023,France,Goldner-Hoeger
51021,2023-09-27,16,8,966,1,2023-11-02,2023-11-07,0,5,Autumn2023,Norway,Spinka-Langosh
60140,2023-09-27,19,5,757,1,2023-10-25,2023-11-03,0,9,Autumn2023,Hungary,Balistreri-Sipes
79761,2023-09-27,15,4,449,1,2023-10-19,2023-10-31,0,12,Autumn2023,Germany,Dicki-Goodwin
95371,2023-09-27,21,4,895,1,2023-09-28,2023-10-04,0,6,Autumn2023,Netherlands,"Dickinson, Grady and Marks"
14973,2023-09-27,19,4,121,1,2023-10-11,2023-10-17,0,6,Autumn2023,Germany,Gleason Group
59393,2023-09-27,17,8,731,1,2023-10-18,2023-10-24,0,6,Autumn2023,Sweden,"Bruen, Fritsch and Feest"
85167,2023-09-27,18,5,1048,1,2023-10-20,2023-10-25,0,5,Autumn2023,Czech Republic,Kiehn-Rohan
21263,2023-09-27,19,6,808,1,2023-09-28,2023-10-06,0,8,Autumn2023,France,"Wolf, Ullrich and Schoen"
51280,2023-09-27,13,8,599,1,2023-10-23,2023-11-01,0,9,Autumn2023,Denmark,McKenzie-Harber
95696,2023-09-27,15,8,1007,1,2023-11-02,2023-11-14,0,12,Autumn2023,Sweden,"Steuber, Johnston and Bahringer"
87470,2023-09-27,20,4,96,1,2023-11-16,2023-11-17,0,1,Autumn2023,Germany,Ondricka-Carroll
45253,2023-09-27,20,5,1081,1,2023-10-06,2023-10-16,0,10,Autumn2023,Greece,Kuhic Group
95445,2023-09-27,21,4,403,1,2023-11-08,2023-11-21,0,13,Autumn2023,Germany,Ledner-Hilpert
68572,2023-09-27,15,6,746,1,2023-10-20,2023-10-31,0,11,Autumn2023,Croatia,Parisian-Donnelly
60947,2023-09-27,20,4,269,1,2023-11-02,2023-11-14,0,12,Autumn2023,Germany,"Koch, Hackett and Skiles"
49920,2023-09-28,24,4,37,2,2023-10-10,2023-10-24,0,14,Autumn2023,Belgium,Ruecker-Leannon
89570,2023-09-28,27,8,1099,2,2023-10-23,2023-10-24,0,1,Autumn2023,Sweden,Moen-Conn
29510,2023-09-28,16,6,946,2,2023-11-06,2023-11-16,0,10,Autumn2023,Portugal,"Price, Homenick and Hayes"
91421,2023-09-28,18,6,993,1,2023-10-27,2023-11-01,0,5,Autumn2023,Portugal,"Kuhn, Considine and Bartell"
76218,2023-09-28,17,5,650,1,2023-10-13,2023-10-25,0,12,Autumn2023,Czech Republic,Blick and Sons
74380,2023-09-28,22,4,189,1,2023-10-24,2023-10-30,0,6,Autumn2023,Germany,"Thiel, Metz and Ernser"
17194,2023-09-28,21,5,856,1,2023-10-19,2023-10-26,0,7,Autumn2023,Poland,Johns-Douglas
96705,2023-09-28,16,8,1087,1,2023-10-30,2023-11-01,0,2,Autumn2023,Lithuania,"Schulist, Prosacco and Schneider"
85531,2023-09-28,24,5,1129,1,2023-11-02,2023-11-10,0,8,Autumn2023,Czech Republic,"Ebert, Schuster and Ernser"
52418,2023-09-28,21,6,706,1,2023-10-30,2023-11-03,0,4,Autumn2023,Croatia,"Williamson, Gerlach and Ondricka"
43469,2023-09-28,18,4,379,2,2023-10-31,2023-11-01,0,1,Autumn2023,Germany,"Skiles, Lockman and Schuppe"
95151,2023-09-28,19,8,830,1,2023-09-29,2023-10-09,0,10,Autumn2023,Sweden,Upton and Sons
52514,2023-09-28,20,6,995,1,2023-10-25,2023-11-03,0,9,Autumn2023,Portugal,Mosciski-Spencer
66308,2023-09-28,20,5,983,1,2023-09-29,2023-10-13,0,14,Autumn2023,Poland,Kovacek LLC
88638,2023-09-28,18,4,94,2,2023-10-23,2023-11-06,0,14,Autumn2023,Germany,Wilkinson Inc
71695,2023-09-28,17,4,99,1,2023-10-30,2023-11-10,0,11,Autumn2023,Belgium,"Baumbach, Nolan and Barrows"
66240,2023-09-28,19,8,1110,2,2023-10-24,2023-10-27,0,3,Autumn2023,Sweden,Bergstrom-Wisoky
70224,2023-09-28,16,4,739,1,2023-10-18,2023-10-27,0,9,Autumn2023,Netherlands,Streich Inc
94395,2023-09-29,18,8,743,1,2023-10-31,2023-11-01,0,1,Autumn2023,Finland,Padberg-Breitenberg
46090,2023-09-29,20,6,791,1,2023-10-20,2023-11-03,0,14,Autumn2023,France,Smitham and Sons
36172,2023-09-29,19,6,690,1,2023-10-26,2023-10-31,0,5,Autumn2023,Croatia,"Olson, Swift and Muller"
76391,2023-09-29,17,4,439,1,2023-11-01,2023-11-03,0,2,Autumn2023,Germany,Terry Group
51982,2023-09-29,23,8,721,2,2023-11-01,2023-11-03,0,2,Autumn2023,Sweden,Zulauf-Ryan
67802,2023-09-29,13,5,646,1,2023-11-03,2023-11-07,0,4,Autumn2023,Hungary,Ward LLC
12944,2023-09-29,20,8,711,2,2023-11-09,2023-11-20,0,11,Autumn2023,Sweden,"Greenfelder, Lesch and D'Amore"
84960,2023-09-29,24,4,415,1,2023-11-14,2023-11-16,0,2,Autumn2023,Germany,Berge LLC
96937,2023-09-29,18,8,783,2,2023-10-25,2023-11-07,0,13,Autumn2023,Sweden,"Klocko, Haag and Lebsack"
26216,2023-09-29,20,4,477,1,2023-10-24,2023-10-30,0,6,Autumn2023,Germany,"Breitenberg, Mraz and Friesen"
1284,2023-09-29,16,4,411,2,2023-10-25,2023-11-06,0,12,Autumn2023,Belgium,Schoen-Dicki
58751,2023-09-29,19,6,1107,1,2023-10-27,2023-11-07,0,11,Autumn2023,France,"Lowe, Schiller and Windler"
68260,2023-09-29,21,4,119,1,2023-11-08,2023-11-09,0,1,Autumn2023,Germany,Brekke-Fritsch
58424,2023-09-29,17,8,793,1,2023-11-01,2023-11-02,0,1,Autumn2023,Sweden,Abbott-Von
89545,2023-09-29,16,4,320,1,2023-10-18,2023-10-20,0,2,Autumn2023,Germany,Russel-Weber
27709,2023-09-29,19,4,453,1,2023-10-02,2023-10-06,0,4,Autumn2023,Germany,"Orn, Konopelski and Brekke"
26981,2023-09-29,17,8,948,1,2023-10-27,2023-11-01,0,5,Autumn2023,Sweden,Hagenes Inc
22939,2023-09-29,18,8,672,1,2023-11-01,2023-11-13,0,12,Autumn2023,Sweden,"Dickens, Reilly and Kling"
8081,2023-09-29,19,4,138,1,2023-10-02,2023-10-13,0,11,Autumn2023,Belgium,Leuschke-Mills
47208,2023-09-29,20,4,132,1,2023-11-09,2023-11-15,0,6,Autumn2023,Germany,"Fadel, Klein and Rowe"
9247,2023-09-29,12,5,942,1,2023-10-19,2023-10-26,0,7,Autumn2023,Czech Republic,Ledner-Gerlach
37968,2023-09-29,11,8,830,1,2023-10-02,2023-10-09,0,7,Autumn2023,Sweden,Upton and Sons
63859,2023-09-30,19,4,181,1,2023-11-07,2023-11-09,0,2,Autumn2023,Germany,Rowe-Treutel
99179,2023-09-30,18,4,40,1,2023-10-24,2023-10-26,0,2,Autumn2023,Germany,Carroll-Feest
84309,2023-09-30,17,5,1113,1,2023-10-31,2023-11-07,0,7,Autumn2023,Poland,Collins Group
21256,2023-09-30,24,4,3,1,2023-11-02,2023-11-09,0,7,Autumn2023,Germany,Becker-Heller
74939,2023-09-30,21,5,745,1,2023-10-31,2023-11-01,0,1,Autumn2023,Czech Republic,"Bartell, Deckow and Abshire"
22614,2023-09-30,20,4,299,1,2023-10-26,2023-11-09,0,14,Autumn2023,Germany,"Stracke, Lesch and Sawayn"
56125,2023-09-30,19,4,339,1,2023-11-02,2023-11-03,0,1,Autumn2023,Germany,Prohaska-Batz
19407,2023-09-30,15,4,197,1,2023-11-06,2023-11-15,0,9,Autumn2023,Germany,"Marks, Nicolas and Swaniawski"
